,Unnamed: 0,GAMA_ID,ID,RA,DEC,SCORE,z1,sigma1,template1,z2,sigma2,template2,prob,error
0,0,3899011.0,2251.0,131.33397,-0.91563,64.0,0.40274181962013245,8.433294296264648,40.0,0.35960134863853455,3.5196540355682373,42.0,0.9999904036521912,54.17573547363281
1,1,376338.0,2660.0,132.98734,1.50468,30.0,,,,,,,,
2,2,323152.0,2967.0,130.54643000000002,1.64325,30.0,0.7215898633003235,11.317520141601562,47.0,0.35328593850135803,7.519263744354248,40.0,0.9894577264785767,29.413358688354492
3,3,663364.0,2669.0,140.35284,-0.97414,28.0,0.3221307694911957,11.63154125213623,40.0,0.7571136951446533,3.4038925170898438,47.0,1.0,41.38912582397461
4,4,3629152.0,1933.0,135.88863999999998,-0.97487,26.0,0.40662315487861633,4.328008651733398,40.0,0.7871177792549133,3.6913530826568604,40.0,0.7928287386894226,87.77485656738281
5,4,3629152.0,1933.0,135.88863999999998,-0.97487,26.0,0.4058126211166382,4.959479808807373,40.0,0.7883777022361755,3.1229379177093506,42.0,0.9682707786560059,78.94024658203125
6,5,3575500.0,1906.0,129.23265,-1.57512,26.0,0.3651945888996124,8.068477630615234,42.0,0.23253659904003143,4.330916404724121,43.0,0.999701738357544,57.593048095703125
7,6,197972.0,2007.0,137.85838,-0.7528,24.0,,,,,,,,
8,7,3883690.0,2756.0,134.57492,-1.55142,22.0,0.24808938801288605,9.996488571166992,40.0,0.6570139527320862,3.7962608337402344,47.0,0.9999966025352478,40.971492767333984
9,9,3911769.0,1704.0,138.66089,-1.11639,20.0,0.2795252799987793,9.453353881835938,40.0,-0.00019378548313397914,3.075279474258423,7.0,0.9999999403953552,45.14091491699219
10,9,3911769.0,1704.0,138.66089,-1.11639,20.0,0.2793223559856415,10.793142318725586,40.0,0.6818790435791016,3.501178741455078,45.0,0.9999999403953552,42.618690490722656
11,10,371400.0,2275.0,131.20438,1.00064,18.0,0.2949441075325012,10.016762733459473,40.0,0.2797389030456543,2.9788427352905273,47.0,1.0,43.25559616088867
12,11,204703.0,887.0,139.07321000000002,-0.40157,18.0,,,,,,,,
13,12,279505.0,654.0,137.68558000000002,1.05648,18.0,0.22626453638076782,12.158058166503906,40.0,0.01706302911043167,3.1191084384918213,45.0,1.0,39.127723693847656
14,13,386188.0,1677.0,130.0474,2.10251,18.0,0.35983577370643616,10.896883010864258,40.0,0.2916497588157654,3.0063295364379883,47.0,1.0,41.23919677734375
15,14,3599660.0,635.0,129.29506,-0.99631,18.0,0.3813742995262146,10.02219295501709,47.0,0.028298653662204742,6.865635395050049,47.0,0.8111270070075989,40.316890716552734
16,15,3891172.0,3056.0,139.22725,-1.54519,16.0,0.3392942547798157,3.3023488521575928,40.0,0.5007257461547852,2.915295362472534,40.0,0.24302861094474792,107.79889678955078
17,15,3891172.0,3056.0,139.22725,-1.54519,16.0,0.3395165801048279,8.936283111572266,40.0,0.609051525592804,4.3095502853393555,40.0,0.9999913573265076,50.43042755126953
18,16,345824.0,2914.0,131.13,2.0881,16.0,0.2755720615386963,12.957425117492676,40.0,0.7934569120407104,2.8951783180236816,47.0,1.0,36.9887809753418
19,17,3913677.0,983.0,139.91696000000002,-1.27522,16.0,0.2906123697757721,9.785056114196777,44.0,0.747833251953125,3.295304775238037,47.0,0.9999998807907104,30.82879066467285
20,19,3575548.0,160.0,129.34523000000002,-1.6112,16.0,0.3121389150619507,12.46335220336914,40.0,0.2271173745393753,3.02852201461792,47.0,1.0,40.33596420288086
21,21,3866174.0,1406.0,136.72111999999998,-1.95726,16.0,0.33926430344581604,8.70238971710205,42.0,0.41564151644706726,5.177086353302002,47.0,0.9949750900268555,56.359676361083984
22,27,3581425.0,632.0,132.27286999999998,-1.55421,12.0,0.3329375386238098,11.478761672973633,40.0,0.63414067029953,2.9815642833709717,43.0,1.0,40.75920104980469
23,27,3581425.0,632.0,132.27286999999998,-1.55421,12.0,0.3331272304058075,10.657333374023438,40.0,0.0751463994383812,2.8767757415771484,47.0,1.0,42.459896087646484
24,28,3611074.0,3200.0,135.45943,-1.35515,12.0,0.3297165334224701,7.204981803894043,41.0,0.05999794602394104,3.314973831176758,47.0,0.9998989105224609,72.32990264892578
25,30,600305.0,245.0,134.75916,0.23814,12.0,0.24335892498493195,10.951899528503418,40.0,0.6346657872200012,3.553774833679199,45.0,1.0,40.55467224121094
26,34,419170.0,3097.0,139.04584,2.67026,8.0,,,,,,,,
27,38,574628.0,1908.0,136.47115,-0.0465,8.0,0.3043074607849121,12.729042053222656,45.0,0.2748801112174988,5.4559149742126465,47.0,0.9999920725822449,32.15911102294922
28,39,347923.0,3477.0,139.59097,2.2376,8.0,0.28563427925109863,3.3819403648376465,41.0,0.7271751761436462,3.197808027267456,40.0,0.2872573435306549,86.46278381347656
29,39,347923.0,3477.0,139.59097,2.2376,8.0,0.28475603461265564,9.585489273071289,40.0,0.8462138175964355,3.1266109943389893,43.0,0.9999998807907104,47.16796112060547
30,42,209026.0,2577.0,131.487,0.09612,8.0,0.25570759177207947,12.244033813476562,40.0,0.6512852907180786,2.9503908157348633,46.0,1.0,37.98525619506836
31,43,371400.0,936.0,131.20436,1.00066,8.0,0.2949441075325012,10.016762733459473,40.0,0.2797389030456543,2.9788427352905273,47.0,1.0,43.25559616088867
32,45,3896212.0,1483.0,129.80597,-0.8302200000000001,8.0,0.38068437576293945,9.616504669189453,40.0,0.8475534915924072,4.122061252593994,42.0,0.9999988079071045,51.45428466796875
33,47,517603.0,3099.0,132.94489,2.51329,8.0,0.21115757524967194,12.535286903381348,40.0,0.0005871601752005517,3.1481692790985107,12.0,1.0,38.76516342163086
34,48,387064.0,1962.0,135.07565,2.33718,8.0,0.35171157121658325,12.301395416259766,44.0,0.006129486486315727,2.8415889739990234,47.0,1.0,33.27558135986328
35,48,387064.0,1962.0,135.07565,2.33718,8.0,0.351238489151001,8.271631240844727,42.0,0.24624787271022797,3.098602533340454,47.0,0.9999978542327881,49.91102600097656
36,50,211045.0,2222.0,140.92513,0.00929,8.0,0.31687816977500916,8.064555168151855,40.0,0.5808127522468567,3.2693562507629395,44.0,0.9999926090240479,53.115234375
37,50,211045.0,2222.0,140.92513,0.00929,8.0,0.316709965467453,8.467846870422363,40.0,-0.00029165975865907967,4.357141494750977,9.0,0.9999666810035706,47.624271392822266
38,51,419067.0,1179.0,138.61973999999998,2.63477,8.0,0.18767929077148438,11.541552543640137,40.0,0.7637652158737183,4.0084919929504395,43.0,1.0,44.7299919128418
39,52,209589.0,186.0,133.93068,0.11314,8.0,0.22323620319366455,11.661938667297363,45.0,0.6083737015724182,3.577707529067993,46.0,1.0,31.15981101989746
40,53,419305.0,853.0,139.63683999999998,2.88689,8.0,,,,,,,,
41,54,549039.0,702.0,130.01102,-0.45857,8.0,0.2691822946071625,11.529870986938477,40.0,0.344963401556015,3.356703519821167,45.0,1.0,39.61294174194336
42,55,380872.0,3397.0,130.36703,1.81084,8.0,0.3814312815666199,9.075965881347656,40.0,0.6318844556808472,3.4751415252685547,43.0,0.9999953508377075,53.84189224243164
43,57,3886216.0,1340.0,136.0962,-1.58451,8.0,0.4041702151298523,8.735891342163086,45.0,0.8859135508537292,5.979778289794922,45.0,0.9877343773841858,40.514793395996094
44,59,214697.0,1387.0,130.99026,0.61736,8.0,,,,,,,,
45,64,347735.0,3455.0,138.8727,2.31796,4.0,0.45339450240135193,9.047986030578613,40.0,0.6613774299621582,3.1971750259399414,47.0,0.9999995827674866,49.28541564941406
46,66,205060.0,176.0,140.5011,-0.38913,4.0,,,,,,,,
47,69,208601.0,1717.0,129.66942,0.05318,4.0,0.26807287335395813,12.035417556762695,40.0,0.8835583329200745,3.346439838409424,43.0,1.0,38.44004821777344
48,70,3908476.0,3328.0,136.56941,-1.21495,4.0,0.32505348324775696,6.69127082824707,40.0,0.6224021911621094,3.3631293773651123,42.0,0.9997111558914185,52.58221435546875
49,71,301292.0,1269.0,133.16687,1.23096,4.0,0.2618536949157715,12.369691848754883,40.0,0.006606011185795069,3.360323190689087,47.0,1.0,40.555213928222656
50,76,514128.0,189.0,138.65686000000002,2.594,4.0,,,,,,,,
51,77,345881.0,3478.0,131.45035,2.07844,4.0,0.20622269809246063,11.081997871398926,44.0,0.8523567318916321,3.4671590328216553,47.0,1.0,37.60477066040039
52,79,323200.0,3430.0,130.73718,1.55961,4.0,0.35043397545814514,8.342287063598633,40.0,0.4156284034252167,3.881047487258911,47.0,0.9999291300773621,64.91991424560547
53,79,323200.0,3430.0,130.73718,1.55961,4.0,0.4157901704311371,9.722792625427246,47.0,0.3498050570487976,6.658331871032715,40.0,0.9986246824264526,30.939067840576172
54,80,3626517.0,445.0,133.9433,-0.8440799999999999,4.0,0.28387346863746643,12.493971824645996,40.0,0.7628644108772278,3.0350027084350586,43.0,1.0,39.7933235168457
55,81,3898249.0,1810.0,130.94731000000002,-0.8981299999999999,4.0,0.20416666567325592,10.90028190612793,44.0,0.0001074311148840934,2.7731380462646484,11.0,1.0,38.031375885009766
56,85,323638.0,1213.0,132.58467,1.5456299999999998,4.0,0.3262427747249603,11.1962308883667,40.0,0.22369632124900818,3.123793601989746,47.0,1.0,42.02558517456055
57,86,575209.0,178.0,138.84712,-0.004370000000000001,4.0,0.2611143887042999,11.652472496032715,40.0,0.7716090083122253,2.7540552616119385,46.0,1.0,39.82018280029297
58,89,209548.0,2605.0,133.88799,0.07105,4.0,0.1987818479537964,12.246796607971191,40.0,0.560442328453064,3.0711898803710938,44.0,1.0,39.884796142578125
59,90,3587969.0,755.0,135.9112,-1.83449,4.0,0.29028621315956116,7.6162214279174805,40.0,0.3676973879337311,3.2509188652038574,46.0,0.9999740719795227,50.82171630859375
60,91,3911772.0,1578.0,138.6586,-1.30571,4.0,0.28248199820518494,11.69154167175293,40.0,0.801462709903717,2.6937766075134277,45.0,1.0,41.235286712646484
61,92,204098.0,1435.0,136.57536000000002,-0.41515,4.0,,,,,,,,
62,94,3579761.0,1736.0,131.40182,-1.50206,4.0,0.27876338362693787,5.97764778137207,40.0,0.6791730523109436,3.2472848892211914,40.0,0.998422384262085,61.20859909057617
63,94,3579761.0,1736.0,131.40182,-1.50206,4.0,0.27878761291503906,10.035252571105957,40.0,0.01959005743265152,3.4385926723480225,47.0,0.9999999403953552,43.19729232788086
64,95,371604.0,1507.0,132.12458999999998,0.8834799999999999,4.0,,,,,,,,
65,96,324417.0,2127.0,135.78537,1.75453,4.0,,,,,,,,
66,99,381602.0,3407.0,133.20793,1.80802,4.0,0.36947548389434814,11.830955505371094,43.0,0.32425060868263245,3.014603853225708,43.0,1.0,38.901947021484375
67,100,302278.0,481.0,137.08908,1.26083,4.0,,,,,,,,
68,101,3897932.0,825.0,130.79007,-0.8879100000000001,4.0,0.28698450326919556,11.819792747497559,40.0,0.0046395729295909405,3.5277910232543945,47.0,1.0,40.911808013916016
69,102,302198.0,2287.0,136.76682,1.37017,4.0,0.27167513966560364,12.859949111938477,40.0,0.6721805930137634,2.8051016330718994,46.0,1.0,36.73226547241211
70,103,549447.0,791.0,131.45369,-0.5431199999999999,4.0,,,,,,,,
71,104,518046.0,1601.0,134.80893,2.70237,4.0,0.23094414174556732,11.551687240600586,40.0,0.7694068551063538,3.3788557052612305,43.0,1.0,40.06643295288086
72,106,372022.0,1262.0,133.80411,1.07405,4.0,0.30905991792678833,13.928269386291504,46.0,0.27950412034988403,3.1519615650177,47.0,1.0,30.513883590698242
73,107,418840.0,3176.0,137.91167,2.60706,4.0,0.3149769604206085,11.619175910949707,40.0,0.7120062708854675,2.9084231853485107,40.0,1.0,46.58946990966797
74,108,387617.0,573.0,137.07834,2.38994,4.0,0.2927563786506653,12.003710746765137,40.0,0.5540562868118286,2.585259437561035,40.0,1.0,36.11894989013672
75,110,518676.0,1158.0,137.46832,2.81481,4.0,0.22562392055988312,14.571623802185059,45.0,0.19741642475128174,3.570939779281616,47.0,1.0,31.20343589782715
76,111,215373.0,1607.0,133.64789,0.46448,4.0,0.3255872428417206,11.490988731384277,44.0,0.25082483887672424,3.5192582607269287,40.0,1.0,30.06406593322754
77,112,204881.0,2644.0,139.86987,-0.35594000000000003,4.0,0.3263564109802246,6.750406742095947,40.0,0.7612611651420593,3.128546714782715,43.0,0.9997800588607788,53.105255126953125
78,113,345595.0,3294.0,130.02208000000002,1.90541,4.0,0.359454870223999,7.250385284423828,40.0,0.39231476187705994,3.2381627559661865,47.0,0.9998730421066284,72.80669403076172
79,113,345595.0,3294.0,130.02208000000002,1.90541,4.0,0.6285544037818909,3.1113176345825195,41.0,0.3564671576023102,3.069291114807129,40.0,0.04137363284826279,126.5693130493164
80,113,345595.0,3294.0,130.02208000000002,1.90541,4.0,0.359895259141922,7.316125869750977,40.0,0.08408384025096893,3.734914779663086,47.0,0.9998680949211121,71.43119812011719
81,115,387244.0,1819.0,135.56917,2.36495,4.0,0.21772262454032898,12.368897438049316,40.0,0.7123265266418457,3.3477907180786133,47.0,1.0,38.65888595581055
82,116,575245.0,1767.0,139.11212,-0.04138,4.0,0.29154664278030396,8.302957534790039,40.0,0.06676062941551208,2.9396321773529053,47.0,0.9999980330467224,52.65733337402344
83,117,642024.0,3084.0,140.5068,-1.27266,4.0,0.18448930978775024,12.385135650634766,40.0,0.7589848637580872,3.0829720497131348,43.0,1.0,39.09468078613281
84,118,375921.0,2906.0,131.2854,1.36765,4.0,0.29211437702178955,12.394143104553223,40.0,0.3698590397834778,3.1681222915649414,45.0,1.0,42.417259216308594
85,119,422178.0,2520.0,129.74776,2.48322,4.0,0.35866865515708923,11.332805633544922,40.0,0.7882426977157593,2.8496363162994385,43.0,1.0,48.02913284301758
86,120,345716.0,1854.0,130.765,1.91609,4.0,0.3030848801136017,12.422673225402832,40.0,0.03836679086089134,3.185015916824341,47.0,1.0,38.54195022583008
87,121,371549.0,63.0,131.7998,0.90489,4.0,0.34701627492904663,11.485751152038574,40.0,0.0006444940227083862,2.6105942726135254,19.0,1.0,40.74140167236328
88,123,386213.0,3008.0,130.6132,2.12032,4.0,0.09594716876745224,12.074329376220703,40.0,0.6268757581710815,3.0036308765411377,43.0,1.0,37.397315979003906
89,124,517068.0,3063.0,130.5939,2.46245,4.0,,,,,,,,
90,125,3585654.0,2560.0,134.66179,-1.65638,4.0,0.33208972215652466,9.492582321166992,40.0,0.8957464098930359,3.5397913455963135,45.0,0.999999463558197,47.517234802246094
91,126,3611088.0,1743.0,135.38005,-1.29831,4.0,0.23149491846561432,5.983080863952637,40.0,0.5239608287811279,2.987675905227661,40.0,0.9985330104827881,63.13998794555664
92,126,3611088.0,1743.0,135.38005,-1.29831,4.0,0.23190343379974365,9.052865982055664,40.0,0.7715562582015991,4.793195724487305,43.0,0.9999277591705322,43.36043930053711
93,127,214595.0,1608.0,130.76736,0.49778,4.0,0.28040823340415955,10.301304817199707,40.0,0.5677693486213684,3.419597864151001,43.0,0.9999998807907104,47.01552200317383
94,128,622085.0,1841.0,130.78285,0.70524,4.0,0.33082613348960876,16.357318878173828,47.0,0.300613135099411,5.387784957885742,47.0,1.0,25.940471649169922
95,131,3609514.0,970.0,134.4621,-1.32389,4.0,0.4043063819408417,10.292344093322754,42.0,0.031394731253385544,3.04357647895813,46.0,1.0,44.7139778137207
96,132,3616694.0,3082.0,138.8031,-1.37304,4.0,0.43879154324531555,7.757087230682373,40.0,0.26854363083839417,3.538975477218628,42.0,0.9999109506607056,57.854522705078125
97,135,3599660.0,36.0,129.29506999999998,-0.99634,4.0,0.3813742995262146,10.02219295501709,47.0,0.028298653662204742,6.865635395050049,47.0,0.8111270070075989,40.316890716552734
98,136,208755.0,964.0,130.07007,0.17884,4.0,0.27081483602523804,11.299729347229004,40.0,0.012458913959562778,2.883903741836548,47.0,1.0,42.796043395996094
99,137,324461.0,1293.0,136.0175,1.7465400000000002,4.0,0.23625941574573517,11.845823287963867,40.0,0.609337329864502,2.7315618991851807,42.0,1.0,41.34626388549805
100,138,279786.0,2958.0,139.34386,1.02357,4.0,,,,,,,,
101,141,373093.0,2897.0,139.30637,1.19776,4.0,0.38399145007133484,8.714599609375,40.0,0.8374122977256775,4.373899936676025,43.0,0.9998424649238586,54.19796371459961
102,142,517251.0,729.0,131.42297,2.4245,4.0,0.4183921813964844,11.490439414978027,40.0,0.5378563404083252,3.0016183853149414,43.0,1.0,43.8328857421875
103,143,3882191.0,2558.0,133.69397,-1.36032,54.0,0.35561513900756836,7.111570358276367,40.0,0.35056355595588684,4.771883964538574,40.0,0.9758792519569397,70.52218627929688
104,143,3882191.0,2558.0,133.69397,-1.36032,54.0,0.3555081784725189,5.474225044250488,41.0,0.3517100512981415,4.421235084533691,40.0,0.7301874756813049,86.07929229736328
105,144,623351.0,2429.0,138.37955,0.65181,12.0,0.4091112017631531,11.193082809448242,40.0,0.09950754791498184,2.610018491744995,46.0,1.0,42.03419494628906
106,146,345423.0,1938.0,129.35904,1.94427,42.0,0.3956800699234009,9.291465759277344,40.0,9.72155830822885e-05,2.8079161643981934,19.0,0.9999998807907104,45.085899353027344
107,147,345423.0,1800.0,129.35904,1.94428,4.0,0.3956800699234009,9.291465759277344,40.0,9.72155830822885e-05,2.8079161643981934,19.0,0.9999998807907104,45.085899353027344
108,149,231282.0,2058.0,183.07338,1.88558,58.0,,,,,,,,
109,150,561459.0,2187.0,183.60019,-0.53509,42.0,,,,,,,,
110,151,165409.0,3098.0,181.19672,-2.7200900000000003,38.0,,,,,,,,
111,152,173045.0,534.0,185.64714,-2.42117,36.0,0.25558531284332275,9.231234550476074,44.0,0.4946501553058624,3.595379114151001,40.0,0.9999960660934448,28.058637619018555
112,153,584826.0,817.0,180.41615,-0.20731,32.0,,,,,,,,
113,155,98583.0,2369.0,178.83655,0.8845700000000001,30.0,0.2829500138759613,10.192718505859375,40.0,0.8288580179214478,3.7566299438476562,45.0,0.9999971985816956,49.17961502075195
114,156,583457.0,3357.0,174.8049,-0.00257,28.0,0.26364102959632874,14.122949600219727,46.0,0.26728302240371704,3.718014717102051,43.0,1.0,26.40053939819336
115,157,231281.0,1822.0,183.06471,1.91352,28.0,0.4005952477455139,11.908512115478516,40.0,0.11676301807165146,2.754232883453369,47.0,1.0,41.1884880065918
116,158,124486.0,2553.0,179.73003,-2.51895,28.0,,,,,,,,
117,159,186586.0,1180.0,185.1191,-1.5125,26.0,0.28192460536956787,10.517422676086426,40.0,0.5690225958824158,2.9667813777923584,42.0,1.0,40.08103942871094
118,160,125077.0,2922.0,182.40587,-2.63013,26.0,0.34157595038414,9.897278785705566,40.0,0.3385985493659973,3.164715528488159,47.0,1.0,41.853851318359375
119,161,145278.0,1551.0,183.83234,-1.41031,24.0,,,,,,,,
120,162,561967.0,1252.0,185.57948,-0.56586,22.0,,,,,,,,
121,163,41064.0,2347.0,184.11784,-0.80592,22.0,0.3486086428165436,10.824921607971191,40.0,0.26024484634399414,2.909571886062622,47.0,1.0,39.27837371826172
122,166,165871.0,2803.0,183.70247,-2.78789,18.0,,,,,,,,
123,167,585328.0,3234.0,182.36838,-0.00889,18.0,0.20466271042823792,11.430782318115234,40.0,0.7887411713600159,3.3716747760772705,43.0,1.0,39.34497833251953
124,168,164145.0,2805.0,176.55307,-2.77556,16.0,0.09655099362134933,12.338850975036621,40.0,0.4266672730445862,2.972437620162964,44.0,1.0,40.14973068237305
125,169,143250.0,2490.0,174.94516000000004,-1.24299,16.0,,,,,,,,
126,170,271500.0,2496.0,174.51166,1.35002,16.0,,,,,,,,
127,171,138582.0,2828.0,183.14009,-1.827,14.0,0.3251754939556122,9.727863311767578,44.0,0.4326481819152832,4.904556751251221,47.0,0.999946653842926,35.335025787353516
128,173,84533.0,2409.0,178.51997,0.60517,14.0,,,,,,,,
129,181,6983.0,1783.0,175.1279,0.7379600000000001,12.0,0.2800199091434479,10.392796516418457,40.0,0.02019548788666725,3.276458740234375,47.0,1.0,38.74980163574219
130,182,609518.0,2869.0,175.94742,0.33676,12.0,0.25853559374809265,10.918831825256348,40.0,0.07281215488910675,3.9463462829589844,45.0,0.9999996423721313,39.57355499267578
131,183,123617.0,3236.0,176.58762,-2.61663,12.0,,,,,,,,
132,184,535401.0,2579.0,177.58995,-1.01635,12.0,0.30833232402801514,12.900524139404297,42.0,0.7957489490509033,3.1740193367004395,47.0,1.0,37.99690628051758
133,185,583936.0,1341.0,177.34238,-0.204,12.0,,,,,,,,
134,187,69402.0,995.0,174.21778999999995,0.09174,12.0,0.20923954248428345,12.342422485351562,40.0,-0.0016013258136808872,3.2279186248779297,12.0,1.0,38.71685028076172
135,188,586347.0,2615.0,184.59625,-0.17178,8.0,0.3015408515930176,11.951626777648926,42.0,0.0017168883932754397,2.971723794937134,18.0,1.0,39.60334014892578
136,191,396624.0,3483.0,174.28986,1.59304,8.0,0.2363569140434265,11.308847427368164,40.0,0.6095730662345886,2.7995965480804443,43.0,1.0,41.72096633911133
137,195,220449.0,1457.0,181.63983,1.47473,8.0,0.2855720818042755,12.446106910705566,40.0,0.02406792901456356,2.8474392890930176,47.0,1.0,39.902320861816406
138,197,117089.0,113.0,177.05359,-2.9371,8.0,0.32251450419425964,10.813065528869629,42.0,0.46317750215530396,2.706653594970703,40.0,1.0,37.18415832519531
139,201,561058.0,3349.0,182.5603,-0.4954,8.0,0.3202874958515167,9.753260612487793,40.0,0.8555517792701721,3.6351492404937744,43.0,0.9999997019767761,48.4037971496582
140,202,84425.0,2562.0,177.77478,0.42791,8.0,0.28586745262145996,12.25743293762207,40.0,0.6736734509468079,3.1225991249084473,43.0,1.0,38.429664611816406
141,203,165293.0,2144.0,180.6015,-2.74642,8.0,0.25946173071861267,9.833870887756348,40.0,0.8707607984542847,3.698742389678955,43.0,0.9999997019767761,45.05146789550781
142,205,117332.0,370.0,177.80586,-2.9669,8.0,0.3302306532859802,12.731683731079102,40.0,0.037310872226953506,2.8682734966278076,47.0,1.0,38.80458450317383
143,207,178715.0,2362.0,181.58363,-2.0735200000000003,8.0,,,,,,,,
144,212,124620.0,2249.0,180.11038,-2.68407,8.0,0.27979251742362976,9.350532531738281,40.0,0.6828173398971558,3.200822353363037,44.0,0.9999998807907104,43.612571716308594
145,213,535089.0,1029.0,176.43518,-0.8790899999999999,8.0,,,,,,,,
146,215,290276.0,486.0,185.39908,1.6684599999999998,8.0,,,,,,,,
147,216,131917.0,1818.0,183.24023,-2.1104700000000003,8.0,0.37761184573173523,7.547264575958252,42.0,0.49848851561546326,3.5612077713012695,43.0,0.9998906254768372,55.12791061401367
148,217,145203.0,1939.0,183.3706,-1.38407,8.0,0.338887482881546,7.433445453643799,40.0,0.06927647441625595,5.039492130279541,46.0,0.9939882755279541,71.33643341064453
149,219,138014.0,1421.0,180.4828,-1.83308,8.0,0.21117828786373138,4.04918098449707,47.0,0.27350011467933655,3.5393097400665283,42.0,0.520858883857727,47.101829528808594
150,219,138014.0,1421.0,180.4828,-1.83308,8.0,0.2487235814332962,9.385992050170898,40.0,0.3073708713054657,3.552395820617676,47.0,0.9999985098838806,51.79115295410156
151,220,55416.0,1702.0,181.97096,-0.36712,8.0,0.6412136554718018,3.973430633544922,42.0,0.6616196632385254,3.4233641624450684,43.0,0.19717124104499817,88.04875183105469
152,220,55416.0,1702.0,181.97096,-0.36712,8.0,0.42264077067375183,7.610091209411621,40.0,0.4522664248943329,3.106813907623291,47.0,0.999985933303833,61.9273567199707
153,222,56080.0,1191.0,184.48257,-0.28244,8.0,0.3238997161388397,8.046834945678711,40.0,0.28176358342170715,3.218050479888916,42.0,0.999991238117218,47.28319549560547
154,223,231213.0,1627.0,182.83478,1.9272,4.0,0.2515203356742859,12.184603691101074,40.0,-0.0020928101148456335,2.840819835662842,47.0,1.0,40.99867630004883
155,225,143928.0,2212.0,178.16974,-1.31916,4.0,0.37120628356933594,12.155668258666992,40.0,0.09241846203804016,2.772233724594116,47.0,1.0,41.557437896728516
156,226,559216.0,2507.0,176.11624,-0.61902,4.0,0.2502009868621826,9.004105567932129,40.0,0.7136363387107849,3.6533803939819336,45.0,0.9999992847442627,50.808048248291016
157,227,231431.0,2816.0,183.69348,1.97185,4.0,0.25535935163497925,10.867072105407715,40.0,0.6336553692817688,3.545022964477539,42.0,1.0,41.3205451965332
158,228,24397.0,2112.0,185.59486,1.09322,4.0,,,,,,,,
159,229,179666.0,649.0,185.93364,-1.96194,4.0,,,,,,,,
160,230,55314.0,1891.0,181.49326,-0.28503,4.0,0.37646064162254333,6.124114513397217,42.0,0.5433760285377502,3.5190269947052,40.0,0.9978683590888977,74.6933822631836
161,230,55314.0,1891.0,181.49326,-0.28503,4.0,0.37681299448013306,10.909716606140137,44.0,0.03448028117418289,3.846557378768921,47.0,0.9999998211860657,34.39535140991211
162,231,69781.0,865.0,176.55864,0.07481,4.0,0.26208898425102234,12.3543119430542,40.0,0.6593535542488098,2.7613019943237305,45.0,1.0,36.35726547241211
163,232,611249.0,22.0,184.12447,0.35697,4.0,0.3733179271221161,10.263260841369629,44.0,0.84395831823349,3.9585483074188232,45.0,0.9999987483024597,40.781436920166016
164,234,55815.0,3368.0,183.55873,-0.26606,4.0,0.24872924387454987,9.487428665161133,40.0,0.3359052240848541,3.86094069480896,47.0,0.9999924898147583,43.77366638183594
165,235,163592.0,155.0,174.15141,-2.71129,4.0,0.23023787140846252,8.311396598815918,40.0,0.19565825164318085,3.147568464279175,47.0,0.9999980926513672,47.58286666870117
166,237,71440.0,201.0,184.7359,0.14865,4.0,0.26999664306640625,10.258282661437988,40.0,0.011500036343932152,2.942495584487915,47.0,1.0,46.57796859741211
167,238,40316.0,2624.0,180.51567,-0.6937399999999999,4.0,0.4031951427459717,4.890789031982422,40.0,0.29824376106262207,3.3683979511260986,45.0,0.9156895279884338,66.75102233886719
168,238,40316.0,2624.0,180.51567,-0.6937399999999999,4.0,0.40363091230392456,5.185855865478516,40.0,0.2143767923116684,3.440640449523926,45.0,0.9820229411125183,78.49360656738281
169,240,23705.0,2565.0,182.74438,1.19287,4.0,0.2863963842391968,13.089579582214355,40.0,0.025828246027231216,2.8831558227539062,47.0,1.0,34.56543731689453
